Y,tau_future,score_raw,score_norm,direction,n_bull_sets,n_bear_sets,n_bull_firing,n_bear_firing,bull_weight_total,bear_weight_total,bull_weight_fired,bear_weight_fired,top_bull_conditions,top_bear_conditions,latest_date
XLI,252,0.0,0.0,NEUTRAL,2,5,0,0,21.7834,69.1477,0.0,0.0,,,2026-06-03
XLI,300,0.0,0.0,NEUTRAL,11,5,0,0,174.8158,76.1525,0.0,0.0,,,2026-06-03
XLK,63,0.0,0.0,NEUTRAL,4,0,0,0,41.0399,0.0,0.0,0.0,,,2026-06-03
XLK,126,0.0,0.0,NEUTRAL,6,5,0,0,84.3515,71.5825,0.0,0.0,,,2026-06-03
XLK,252,0.0,0.0,NEUTRAL,3,5,0,0,44.0495,77.1442,0.0,0.0,,,2026-06-03
XLK,300,0.0,0.0,NEUTRAL,0,5,0,0,0.0,77.8536,0.0,0.0,,,2026-06-03
XLP,63,0.0,0.0,NEUTRAL,2,0,0,0,17.6001,0.0,0.0,0.0,,,2026-06-03
XLP,126,0.0,0.0,NEUTRAL,0,1,0,0,0.0,8.666,0.0,0.0,,,2026-06-03
XLP,252,0.0,0.0,NEUTRAL,16,6,0,0,226.1374,64.9825,0.0,0.0,,,2026-06-03
XLP,300,0.0,0.0,NEUTRAL,20,5,0,0,296.5602,69.243,0.0,0.0,,,2026-06-03
XLRE,63,0.0,0.0,NEUTRAL,11,0,0,0,111.5778,0.0,0.0,0.0,,,2026-06-03
XLRE,126,11.3629,0.5502,BULLISH,1,1,1,0,11.3629,9.2888,11.3629,0.0,"XBI(t=252,q=0.9) & SPY(t=252,q=0.8) CPE=0.990 lift=2.48 n=103",,2026-06-03
XLRE,252,9.2302,0.0991,BULLISH,5,4,1,0,54.5342,38.5923,9.2302,0.0,"ICLN(t=300,q=0.9) & SI=F(t=300,q=0.8) CPE=1.000 lift=2.00 n=101",,2026-06-03
XLRE,300,0.0,0.0,NEUTRAL,5,2,0,0,64.7707,18.556,0.0,0.0,,,2026-06-03
XLU,63,0.0,0.0,NEUTRAL,0,4,0,0,0.0,38.218,0.0,0.0,,,2026-06-03
XLU,126,0.0,0.0,NEUTRAL,0,5,0,0,0.0,60.4256,0.0,0.0,,,2026-06-03
XLU,252,0.0,0.0,NEUTRAL,0,9,0,0,0.0,123.9626,0.0,0.0,,,2026-06-03
XLU,300,9.0215,0.0675,BULLISH,1,9,1,0,9.0215,124.5324,9.0215,0.0,"SLV(t=252,q=0.95) & SI=F(t=300,q=0.95) CPE=0.974 lift=1.95 n=116",,2026-06-03
XLV,126,-88.1169,-0.5036,BEARISH,8,8,0,8,86.8486,88.1169,0.0,88.1169,,"IBIT(t=126,q=0.6) & FBTC(t=126,q=0.6) CPE=0.809 lift=3.24 n=110 | IBIT(t=126,q=0.6) & FBTC(t=126,q=0.6) & BITB(t=126,q=0.6) CPE=0.809 lift=3.24 n=110 | IBIT(t=126,q=0.6) & BITB(t=126,q=0.6) CPE=0.882 lift=2.94 n=110",2026-06-03
XLV,252,0.0,0.0,NEUTRAL,14,3,0,0,201.7399,25.5092,0.0,0.0,,,2026-06-03
XLV,300,0.0,0.0,NEUTRAL,15,0,0,0,344.7185,0.0,0.0,0.0,,,2026-06-03
XLY,63,0.0,0.0,NEUTRAL,2,0,0,0,18.3027,0.0,0.0,0.0,,,2026-06-03
XLY,126,0.0,0.0,NEUTRAL,8,0,0,0,93.978,0.0,0.0,0.0,,,2026-06-03
XLY,252,0.0,0.0,NEUTRAL,16,1,0,0,197.0192,11.0078,0.0,0.0,,,2026-06-03
XLY,300,0.0,0.0,NEUTRAL,24,0,0,0,370.4435,0.0,0.0,0.0,,,2026-06-03
XOM,126,0.0,0.0,NEUTRAL,0,1,0,0,0.0,10.9671,0.0,0.0,,,2026-06-03
XOM,252,0.0,0.0,NEUTRAL,3,6,0,0,30.4032,72.2096,0.0,0.0,,,2026-06-03
XOM,300,0.0,0.0,NEUTRAL,24,8,0,0,365.3402,90.9207,0.0,0.0,,,2026-06-03
XRP-USD,63,-12.6544,-1.0,BEARISH,0,2,0,2,0.0,12.6544,0.0,12.6544,,"FBTC(t=252,q=0.6) & IBIT(t=252,q=0.6) CPE=0.811 lift=1.62 n=122 | FBTC(t=252,q=0.6) & IBIT(t=252,q=0.6) & BITB(t=252,q=0.6) CPE=0.811 lift=1.62 n=122",2026-06-03
XRP-USD,126,-89.5413,-1.0,BEARISH,0,8,0,8,0.0,89.5413,0.0,89.5413,,"IBIT(t=252,q=0.5) & FBTC(t=252,q=0.5) CPE=0.918 lift=3.06 n=122 | IBIT(t=252,q=0.5) & FBTC(t=252,q=0.5) & BITB(t=252,q=0.5) CPE=0.918 lift=3.06 n=122 | IBIT(t=252,q=0.5) & FBTC(t=252,q=0.5) CPE=0.803 lift=3.21 n=122",2026-06-03
XRP-USD,252,0.0,0.0,NEUTRAL,10,1,0,0,116.2956,8.5495,0.0,0.0,,,2026-06-03
XRP-USD,300,0.0,0.0,NEUTRAL,4,1,0,0,49.2884,9.5072,0.0,0.0,,,2026-06-03
ZARUSD=X,126,0.0,0.0,NEUTRAL,1,1,0,0,9.2888,9.0905,0.0,0.0,,,2026-06-03
ZARUSD=X,252,0.0,0.0,NEUTRAL,6,7,0,0,72.3149,76.7781,0.0,0.0,,,2026-06-03
ZARUSD=X,300,0.0,0.0,NEUTRAL,8,2,0,0,103.1117,21.5897,0.0,0.0,,,2026-06-03
ZC=F,126,0.0,0.0,NEUTRAL,0,4,0,0,0.0,33.0566,0.0,0.0,,,2026-06-03
ZC=F,252,9.8545,0.0525,BULLISH,1,14,1,0,9.8545,178.0151,9.8545,0.0,"GOOGL(t=252,q=0.95) & EEM(t=252,q=0.9) CPE=1.000 lift=2.00 n=138",,2026-06-03
ZC=F,300,9.6566,0.0631,BULLISH,1,12,1,0,9.6566,143.3722,9.6566,0.0,"GOOGL(t=300,q=0.95) & EEM(t=300,q=0.9) CPE=1.000 lift=2.00 n=125",,2026-06-03
ZROZ,21,0.0,0.0,NEUTRAL,1,0,0,0,6.5399,0.0,0.0,0.0,,,2026-06-03
ZROZ,63,0.0,0.0,NEUTRAL,4,0,0,0,48.6119,0.0,0.0,0.0,,,2026-06-03
ZROZ,126,0.0,0.0,NEUTRAL,5,0,0,0,73.4349,0.0,0.0,0.0,,,2026-06-03
ZROZ,252,15.4164,0.0489,NEUTRAL,16,4,1,0,270.0982,45.1587,15.4164,0.0,"SLV(t=300,q=0.95) & SI=F(t=252,q=0.95) CPE=1.000 lift=3.33 n=102",,2026-06-03
ZROZ,300,0.0,0.0,NEUTRAL,15,4,0,0,216.6892,41.714,0.0,0.0,,,2026-06-03
ZS=F,126,0.0,0.0,NEUTRAL,3,1,0,0,31.6574,8.2206,0.0,0.0,,,2026-06-03
ZS=F,252,0.0,0.0,NEUTRAL,9,7,0,0,128.877,70.0077,0.0,0.0,,,2026-06-03
ZS=F,300,0.0,0.0,NEUTRAL,7,18,0,0,109.0172,250.9254,0.0,0.0,,,2026-06-03
ZW=F,126,0.0,0.0,NEUTRAL,2,7,0,0,18.4605,68.0867,0.0,0.0,,,2026-06-03
ZW=F,252,-11.4498,-0.0352,NEUTRAL,2,22,1,2,21.5285,304.1057,12.3181,23.768,"GOOGL(t=252,q=0.95) & EEM(t=252,q=0.9) CPE=1.000 lift=2.50 n=138","AVAX-USD(t=252,q=0.9) & DOT-USD(t=300,q=0.75) CPE=1.000 lift=2.50 n=116 | AVAX-USD(t=252,q=0.9) & DOT-USD(t=300,q=0.75) & SOL-USD(t=252,q=0.8) CPE=1.000 lift=2.50 n=116",2026-06-03
ZW=F,300,0.0,0.0,NEUTRAL,7,25,0,0,71.9996,374.4304,0.0,0.0,,,2026-06-03
