Price,Adj Close,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY,SPY
Date,,,,,,
2011-01-26,99.19717407226562,129.6699981689453,130.0500030517578,129.22999572753906,129.49000549316406,141281500
2011-01-27,99.44198608398438,129.99000549316406,130.2100067138672,129.47000122070312,129.6999969482422,123302700
2011-01-28,97.70543670654297,127.72000122070312,130.35000610351562,127.51000213623047,130.13999938964844,295637300
2011-01-31,98.4398193359375,128.67999267578125,128.77999877929688,127.75,128.07000732421875,149249200
2011-02-01,100.0157470703125,130.74000549316406,130.97000122070312,129.3800048828125,129.4600067138672,167194300
2011-02-02,99.8244857788086,130.49000549316406,130.83999633789062,130.3300018310547,130.39999389648438,118323600
2011-02-03,100.04631042480469,130.77999877929688,130.97999572753906,129.57000732421875,130.25999450683594,145886700
2011-02-04,100.3293685913086,131.14999389648438,131.1999969482422,130.22999572753906,130.8300018310547,134634800
2011-02-07,100.95667266845703,131.97000122070312,132.39999389648438,131.42999267578125,131.44000244140625,112439100
2011-02-08,101.4156723022461,132.57000732421875,132.63999938964844,131.72999572753906,132.08999633789062,99072800
2011-02-09,101.18621063232422,132.27000427246094,132.6300048828125,131.61000061035156,132.2100067138672,146436700
2011-02-10,101.22442626953125,132.32000732421875,132.47000122070312,131.3000030517578,131.60000610351562,162708500
2011-02-11,101.82875061035156,133.11000061035156,133.27999877929688,131.77000427246094,131.8000030517578,137710300
2011-02-14,102.07354736328125,133.42999267578125,133.5399932861328,132.8800048828125,133.02999877929688,101690700
2011-02-15,101.75225067138672,133.00999450683594,133.22000122070312,132.32000732421875,133.02000427246094,119575400
2011-02-16,102.39485931396484,133.85000610351562,134.00999450683594,133.19000244140625,133.4600067138672,130183500
2011-02-17,102.70085144042969,134.25,134.42999267578125,133.33999633789062,133.4600067138672,109810500
2011-02-18,102.91505432128906,134.52999877929688,134.69000244140625,134.05999755859375,134.3699951171875,130002400
2011-02-22,100.84954833984375,131.8300018310547,134.55999755859375,131.47000122070312,133.1199951171875,233116400
2011-02-23,100.22992706298828,131.02000427246094,132.07000732421875,130.2100067138672,131.75,227584000
2011-02-24,100.16107940673828,130.92999267578125,131.44000244140625,129.6999969482422,130.8800048828125,260431400
2011-02-25,101.23206329345703,132.3300018310547,132.41000366210938,131.39999389648438,131.47999572753906,141686900
2011-02-28,101.8593978881836,133.14999389648438,133.32000732421875,132.3800048828125,132.82000732421875,141585500
2011-03-01,100.16107940673828,130.92999267578125,133.69000244140625,130.88999938964844,133.57000732421875,258565500
2011-03-02,100.37527465820312,131.2100067138672,131.82000732421875,130.35000610351562,130.75,200277400
2011-03-03,102.10413360595703,133.47000122070312,133.6199951171875,132.38999938964844,132.39999389648438,176480100
2011-03-04,101.33915710449219,132.47000122070312,133.6300048828125,131.60000610351562,133.3699951171875,277202300
2011-03-07,100.54356384277344,131.42999267578125,133.16000366210938,130.74000549316406,132.86000061035156,216790400
2011-03-08,101.42333984375,132.5800018310547,133.0,131.07000732421875,131.63999938964844,174615000
2011-03-09,101.2779769897461,132.38999938964844,132.8000030517578,131.60000610351562,132.32000732421875,153806000
2011-03-10,99.40372467041016,129.94000244140625,131.17999267578125,129.80999755859375,131.0,301291800
2011-03-11,100.09222412109375,130.83999633789062,131.30999755859375,129.49000549316406,129.52000427246094,225621800
2011-03-14,99.48790740966797,130.0500030517578,130.47999572753906,129.05999755859375,129.99000549316406,234974100
2011-03-15,98.34803009033203,128.55999755859375,129.3300018310547,126.5,126.58999633789062,359585400
2011-03-16,96.52731323242188,126.18000030517578,128.57000732421875,125.27999877929688,128.14999389648438,468670300
2011-03-17,97.80487060546875,127.8499984741211,128.38999938964844,127.0999984741211,128.0,254303700
2011-03-18,98.16062927246094,127.76000213623047,128.8800048828125,127.51000213623047,128.83999633789062,230435400
2011-03-21,99.68190002441406,129.74000549316406,130.00999450683594,129.1999969482422,129.35000610351562,153992600
2011-03-22,99.33615112304688,129.2899932861328,129.88999938964844,129.1699981689453,129.72000122070312,129538600
2011-03-23,99.62039184570312,129.66000366210938,130.0,128.32000732421875,128.92999267578125,148603100
2011-03-24,100.57312774658203,130.89999389648438,131.08999633789062,129.6699981689453,130.39999389648438,159129800
2011-03-25,100.88046264648438,131.3000030517578,131.8699951171875,130.88999938964844,131.24000549316406,155642800
2011-03-28,100.6346206665039,130.97999572753906,131.9199981689453,130.94000244140625,131.5800018310547,109762400
2011-03-29,101.31069946289062,131.86000061035156,131.89999389648438,130.44000244140625,130.8699951171875,129798800
2011-03-30,102.00991821289062,132.77000427246094,133.16000366210938,132.36000061035156,132.5500030517578,135835000
2011-03-31,101.87157440185547,132.58999633789062,132.9600067138672,132.4499969482422,132.60000610351562,132537100
2011-04-01,102.30188751220703,133.14999389648438,133.77000427246094,132.8300018310547,133.41000366210938,153850100
2011-04-04,102.38638305664062,133.25999450683594,133.6699981689453,132.8800048828125,133.42999267578125,100768900
2011-04-05,102.37101745605469,133.24000549316406,133.8300018310547,132.94000244140625,133.0,120791500
2011-04-06,102.69371032714844,133.66000366210938,134.0,133.1199951171875,133.8800048828125,120411600
2011-04-07,102.43244171142578,133.32000732421875,133.97999572753906,132.66000366210938,133.4199981689453,170731500
2011-04-08,102.07905578613281,132.86000061035156,133.99000549316406,132.30999755859375,133.91000366210938,147945400
2011-04-11,101.77171325683594,132.4600067138672,133.4499969482422,132.13999938964844,133.0,121385400
2011-04-12,101.01110076904297,131.47000122070312,131.97999572753906,130.99000549316406,131.72000122070312,161187400
2011-04-13,101.00344848632812,131.4600067138672,132.17999267578125,130.9600067138672,132.0800018310547,162059000
2011-04-14,101.0802230834961,131.55999755859375,131.75999450683594,130.27000427246094,130.6999969482422,161220400
2011-04-15,101.44903564453125,132.0399932861328,132.3699951171875,131.41000366210938,131.8000030517578,170006700
2011-04-18,100.31188201904297,130.55999755859375,132.02999877929688,129.50999450683594,130.58999633789062,210759300
2011-04-19,100.88815307617188,131.30999755859375,131.35000610351562,130.44000244140625,130.75999450683594,124258800
2011-04-20,102.26345825195312,133.10000610351562,133.38999938964844,132.7899932861328,132.8800048828125,156133800
2011-04-21,102.78589630126953,133.77999877929688,133.83999633789062,133.10000610351562,133.7899932861328,135935400
2011-04-25,102.6783447265625,133.63999938964844,133.86000061035156,133.1999969482422,133.67999267578125,65757100
2011-04-26,103.5618896484375,134.7899932861328,135.05999755859375,133.91000366210938,134.0500030517578,146600000
2011-04-27,104.23802185058594,135.6699981689453,135.8699951171875,134.5,135.0500030517578,143031000
2011-04-28,104.5760726928711,136.11000061035156,136.2899932861328,135.41000366210938,135.42999267578125,124791100
2011-04-29,104.82195281982422,136.42999267578125,136.57000732421875,135.97999572753906,136.16000366210938,115094100
2011-05-02,104.66062927246094,136.22000122070312,137.17999267578125,135.9499969482422,137.07000732421875,126278700
2011-05-03,104.28413391113281,135.72999572753906,136.19000244140625,135.0399932861328,135.9600067138672,138375000
2011-05-04,103.5926742553711,134.8300018310547,135.72999572753906,134.22999572753906,135.6699981689453,182678500
2011-05-05,102.65525817871094,133.61000061035156,134.9499969482422,133.02000427246094,134.0800018310547,226900000
2011-05-06,103.10860443115234,134.1999969482422,135.6300048828125,133.67999267578125,134.94000244140625,222787200
2011-05-09,103.50810241699219,134.72000122070312,135.11000061035156,133.97999572753906,134.19000244140625,114104500
2011-05-10,104.39167022705078,135.8699951171875,136.11000061035156,135.0,135.1699981689453,114806900
2011-05-11,103.29297637939453,134.44000244140625,135.69000244140625,133.82000732421875,135.6699981689453,193564200
2011-05-12,103.78473663330078,135.0800018310547,135.36000061035156,133.38999938964844,134.0800018310547,171550700
2011-05-13,102.98567962646484,134.0399932861328,135.33999633789062,133.55999755859375,135.14999389648438,157444900
2011-05-16,102.33259582519531,133.19000244140625,134.61000061035156,132.97000122070312,133.55999755859375,141675400
2011-05-17,102.31723022460938,133.1699981689453,133.35000610351562,132.1199951171875,132.69000244140625,192686200
2011-05-18,103.23152160644531,134.36000061035156,134.5,132.9499969482422,133.24000549316406,135217900
2011-05-19,103.47737884521484,134.67999267578125,135.02999877929688,133.94000244140625,134.8000030517578,119489500
2011-05-20,102.65525817871094,133.61000061035156,134.67999267578125,133.36000061035156,134.3300018310547,182594900
2011-05-23,101.46440887451172,132.05999755859375,132.72000122070312,131.58999633789062,131.97999572753906,168700000
2011-05-24,101.37986755371094,131.9499969482422,132.72999572753906,131.6999969482422,132.44000244140625,147199600
2011-05-25,101.71795654296875,132.38999938964844,132.94000244140625,131.3800048828125,131.4199981689453,151050100
2011-05-26,102.18659210205078,133.0,133.24000549316406,131.77999877929688,132.02999877929688,164850000
2011-05-27,102.5784683227539,133.50999450683594,133.8699951171875,132.9600067138672,133.3699951171875,120921900
2011-05-31,103.64642333984375,134.89999389648438,134.9199981689453,133.83999633789062,134.77000427246094,164731200
2011-06-01,101.31838989257812,131.8699951171875,134.9199981689453,131.75999450683594,134.50999450683594,233094300
2011-06-02,101.21084594726562,131.72999572753906,132.24000549316406,130.9600067138672,131.9600067138672,200466800
2011-06-03,100.20435333251953,130.4199981689453,131.4199981689453,130.0800018310547,130.14999389648438,234690200
2011-06-06,99.14405822753906,129.0399932861328,130.36000061035156,128.8699951171875,130.08999633789062,179951200
2011-06-07,99.08261108398438,128.9600067138672,130.07000732421875,128.85000610351562,129.6999969482422,161660500
2011-06-08,98.6677017211914,128.4199981689453,129.19000244140625,128.17999267578125,128.75999450683594,198696400
2011-06-09,99.42069244384766,129.39999389648438,129.92999267578125,128.4600067138672,128.77000427246094,160964400
2011-06-10,98.03771209716797,127.5999984741211,128.92999267578125,127.26000213623047,128.85000610351562,238629400
2011-06-13,98.11450958251953,127.69999694824219,128.24000549316406,127.05000305175781,127.88999938964844,207599800
2011-06-14,99.35918426513672,129.32000732421875,129.77000427246094,128.82000732421875,128.8699951171875,160570400
2011-06-15,97.59205627441406,127.0199966430664,129.3000030517578,126.68000030517578,128.24000549316406,300958000
2011-06-16,97.80716705322266,127.30000305175781,127.97000122070312,126.31999969482422,127.05999755859375,308032800
2011-06-17,98.09906768798828,127.05000305175781,127.94000244140625,126.62000274658203,127.93000030517578,233284900
2011-06-20,98.60092163085938,127.69999694824219,127.97000122070312,126.58000183105469,126.62000274658203,159479000
2011-06-21,99.9521713256836,129.4499969482422,129.6999969482422,127.75,128.36000061035156,193157300
2011-06-22,99.34989166259766,128.6699981689453,129.80999755859375,128.58999633789062,129.0500030517578,176703000
2011-06-23,99.064208984375,128.3000030517578,128.63999938964844,126.19000244140625,127.16000366210938,334286500
2011-06-24,97.91374969482422,126.80999755859375,128.3699951171875,126.62000274658203,128.27000427246094,226129300
2011-06-27,98.78627014160156,127.94000244140625,128.42999267578125,126.63999938964844,126.88999938964844,168904700
2011-06-28,100.07569122314453,129.61000061035156,129.6300048828125,128.27000427246094,128.4499969482422,165556300
2011-06-29,100.9327621459961,130.72000122070312,130.92999267578125,129.6300048828125,130.1999969482422,244295500
2011-06-30,101.8979263305664,131.97000122070312,132.17999267578125,130.7100067138672,131.13999938964844,223322700
2011-07-01,103.40355682373047,133.9199981689453,134.10000610351562,131.77999877929688,132.08999633789062,202385700
2011-07-05,103.31865692138672,133.80999755859375,134.0800018310547,133.38999938964844,133.77999877929688,165936000
2011-07-06,103.44217681884766,133.97000122070312,134.13999938964844,133.11000061035156,133.49000549316406,143331600
2011-07-07,104.51543426513672,135.36000061035156,135.6999969482422,134.8800048828125,135.16000366210938,170464200
2011-07-08,103.77420806884766,134.39999389648438,135.36000061035156,133.38999938964844,133.8300018310547,194100500
2011-07-11,101.8979263305664,131.97000122070312,133.17999267578125,131.66000366210938,132.75,195918600
2011-07-12,101.45780181884766,131.39999389648438,132.77999877929688,131.36000061035156,131.69000244140625,214675700
2011-07-13,101.79753875732422,131.83999633789062,133.22000122070312,131.52000427246094,132.08999633789062,204062600
2011-07-14,101.09490203857422,130.92999267578125,132.77999877929688,130.67999267578125,132.1699981689453,226111800
2011-07-15,101.68173217773438,131.69000244140625,131.8699951171875,130.77000427246094,131.66000366210938,220012800
2011-07-18,100.84783935546875,130.61000061035156,131.27999877929688,129.6300048828125,131.0800018310547,196872100
2011-07-19,102.48475646972656,132.72999572753906,132.88999938964844,131.30999755859375,131.33999633789062,166554900
2011-07-20,102.42295837402344,132.64999389648438,133.14999389648438,132.4199981689453,133.07000732421875,137145400
2011-07-21,103.84370422363281,134.49000549316406,134.82000732421875,132.6699981689453,133.39999389648438,245246300
2011-07-22,103.91315460205078,134.5800018310547,134.72000122070312,133.75999450683594,134.52000427246094,126019400
2011-07-25,103.33409881591797,133.8300018310547,134.49000549316406,133.16000366210938,133.3000030517578,136653800
2011-07-26,102.94804382324219,133.3300018310547,133.9600067138672,133.02999877929688,133.74000549316406,131278200
2011-07-27,100.840087890625,130.60000610351562,132.6300048828125,130.42999267578125,132.58999633789062,249020100
2011-07-28,100.54669952392578,130.22000122070312,131.77000427246094,130.00999450683594,130.60000610351562,207939900
2011-07-29,99.85950469970703,129.3300018310547,130.5500030517578,127.97000122070312,128.91000366210938,307038400
2011-08-01,99.43485260009766,128.77999877929688,130.9600067138672,127.52999877929688,130.83999633789062,325790900
2011-08-02,96.89452362060547,125.48999786376953,128.5,125.48999786376953,127.80999755859375,346653800
2011-08-03,97.41958618164062,126.16999816894531,126.30999755859375,123.52999877929688,125.66000366210938,370830800
2011-08-04,92.85630798339844,120.26000213623047,124.62000274658203,120.05999755859375,124.41999816894531,520721800
2011-08-05,92.71732330322266,120.08000183105469,122.06999969482422,116.86000061035156,121.76000213623047,655619200
2011-08-08,86.67926788330078,112.26000213623047,120.12000274658203,112.0199966430664,116.91000366210938,702263900
2011-08-09,90.70975494384766,117.4800033569336,117.63999938964844,110.2699966430664,114.06999969482422,717828700
2011-08-10,86.7024154663086,112.29000091552734,116.27999877929688,111.94999694824219,115.26000213623047,662607400
2011-08-11,90.59394836425781,117.33000183105469,118.91999816894531,112.31999969482422,113.26000213623047,487979700
2011-08-12,91.20394897460938,118.12000274658203,119.20999908447266,117.27999877929688,118.4000015258789,313731600
2011-08-15,93.13423919677734,120.62000274658203,120.73999786376953,119.0,119.19000244140625,258810600
2011-08-16,92.33895874023438,119.58999633789062,120.69000244140625,118.30999755859375,119.47000122070312,294095200
2011-08-17,92.40074157714844,119.66999816894531,121.19999694824219,118.72000122070312,120.25,238201100
2011-08-18,88.41653442382812,114.51000213623047,119.70999908447266,113.38999938964844,116.5,512956300
2011-08-19,86.97267150878906,112.63999938964844,115.87999725341797,112.5,112.95999908447266,428281300
2011-08-22,87.04216766357422,112.7300033569336,115.2300033569336,112.41000366210938,115.16999816894531,275090600
2011-08-23,89.90676879882812,116.44000244140625,116.56999969482422,112.58000183105469,113.1500015258789,331136600
2011-08-24,91.17304229736328,118.08000183105469,118.23999786376953,115.91999816894531,116.19000244140625,246869700
2011-08-25,89.7832260131836,116.27999877929688,119.4000015258789,115.87000274658203,118.7300033569336,312365400
2011-08-26,91.0881118774414,117.97000122070312,118.51000213623047,113.8499984741211,115.69000244140625,314495900
2011-08-29,93.70564270019531,121.36000061035156,121.43000030517578,118.05999755859375,119.55999755859375,190977200
2011-08-30,93.95271301269531,121.68000030517578,122.43000030517578,119.26000213623047,120.83000183105469,241315700
2011-08-31,94.36966705322266,122.22000122070312,123.51000213623047,121.30000305175781,122.45999908447266,301828400
2011-09-01,93.38134765625,120.94000244140625,123.4000015258789,120.77999877929688,122.29000091552734,254585900
2011-09-02,90.99545288085938,117.8499984741211,120.87000274658203,117.43000030517578,118.41999816894531,255517200
2011-09-06,90.3313980102539,116.98999786376953,117.16000366210938,114.37999725341797,114.38999938964844,285130500
2011-09-07,92.87945556640625,120.29000091552734,120.33999633789062,118.36000061035156,118.76000213623047,209803200
2011-09-08,91.91432189941406,119.04000091552734,120.94000244140625,118.7699966430664,119.56999969482422,250568200
2011-09-09,89.50525665283203,115.91999816894531,119.05999755859375,115.27999877929688,117.68000030517578,380195100
2011-09-12,90.0843276977539,116.66999816894531,116.76000213623047,114.05000305175781,114.47000122070312,305793500
2011-09-13,90.91053009033203,117.73999786376953,118.18000030517578,116.22000122070312,117.05000305175781,272514700
2011-09-14,92.1690673828125,119.37000274658203,120.80000305175781,116.72000122070312,118.33999633789062,319389500
2011-09-15,93.75967407226562,121.43000030517578,121.47000122070312,119.4000015258789,120.6500015258789,326777200
2011-09-16,94.31461334228516,121.5199966430664,121.97000122070312,120.31999969482422,121.29000091552734,284528300
2011-09-19,93.37548828125,120.30999755859375,120.93000030517578,118.72000122070312,119.52999877929688,241517000
2011-09-20,93.26683044433594,120.16999816894531,121.98999786376953,120.01000213623047,120.81999969482422,218932200
2011-09-21,90.51935577392578,116.62999725341797,120.5999984741211,116.44000244140625,120.2300033569336,316251300
2011-09-22,87.59337615966797,112.86000061035156,114.20999908447266,111.30000305175781,113.25,513911300
2011-09-23,88.12114715576172,113.54000091552734,114.16000366210938,112.0199966430664,112.11000061035156,307242500
2011-09-26,90.2166748046875,116.23999786376953,116.4000015258789,112.9800033569336,114.61000061035156,260673700
2011-09-27,91.22566223144531,117.54000091552734,119.55999755859375,116.83999633789062,118.52999877929688,311753900
2011-09-28,89.3629379272461,115.13999938964844,118.48999786376953,114.97000122070312,117.77999877929688,286696800
2011-09-29,90.06922149658203,116.05000305175781,117.62999725341797,113.93000030517578,117.05000305175781,298108900
2011-09-30,87.81842041015625,113.1500015258789,115.44999694824219,113.06999969482422,114.44999694824219,288392300
2011-10-03,85.31932830810547,109.93000030517578,113.94999694824219,109.80999755859375,112.48999786376953,365136800
2011-10-04,87.18978118896484,112.33999633789062,112.58000183105469,107.43000030517578,108.3499984741211,459177500
2011-10-05,88.80415344238281,114.41999816894531,114.72000122070312,111.58000183105469,112.62000274658203,284108000
2011-10-06,90.41070556640625,116.48999786376953,116.66000366210938,113.51000213623047,114.36000061035156,257800800
2011-10-07,89.80531311035156,115.70999908447266,117.25,115.05999755859375,117.16999816894531,312657900
2011-10-10,92.80892944335938,119.58000183105469,119.62999725341797,117.66999816894531,117.68000030517578,230666300
2011-10-11,92.90206909179688,119.69999694824219,120.04000091552734,118.75,118.87000274658203,209088000
2011-10-12,93.71700286865234,120.75,122.13999938964844,120.33000183105469,120.5999984741211,281544900
2011-10-13,93.53072357177734,120.51000213623047,120.87000274658203,119.12000274658203,120.04000091552734,212538800
2011-10-14,95.12952423095703,122.56999969482422,122.5999984741211,121.2300033569336,121.91000366210938,211397600
2011-10-17,93.31343078613281,120.2300033569336,122.55000305175781,119.93000030517578,121.98999786376953,202311600
2011-10-18,95.1373291015625,122.58000183105469,123.5,119.19999694824219,120.13999938964844,318857900
2011-10-19,94.01193237304688,121.12999725341797,123.08000183105469,120.70999908447266,122.37999725341797,226601300
2011-10-20,94.42327117919922,121.66000366210938,122.0999984741211,119.81999969482422,121.43000030517578,262075600
2011-10-21,96.21612548828125,123.97000122070312,124.12000274658203,122.72000122070312,123.08999633789062,278999400
2011-10-24,97.39581298828125,125.48999786376953,125.80000305175781,124.05999755859375,124.16999816894531,203215600
2011-10-25,95.5020751953125,123.05000305175781,124.94999694824219,122.77999877929688,124.88999938964844,268596800
2011-10-26,96.47222137451172,124.30000305175781,124.7699966430664,122.20999908447266,124.3499984741211,289053800
2011-10-27,99.83289337158203,128.6300048828125,129.4199981689453,126.61000061035156,127.62999725341797,393220200
2011-10-28,99.8095703125,128.60000610351562,128.85000610351562,127.80000305175781,128.0,225906500
2011-10-31,97.40359497070312,125.5,128.6199951171875,125.31999969482422,127.16000366210938,228146700
2011-11-01,94.6871337890625,122.0,123.51000213623047,121.5199966430664,122.02999877929688,416565800
2011-11-02,96.23163604736328,123.98999786376953,124.4000015258789,122.79000091552734,123.83000183105469,244717600
2011-11-03,97.98568725585938,126.25,126.5,123.5999984741211,125.2699966430664,291174800
2011-11-04,97.3880615234375,125.4800033569336,125.69999694824219,124.01000213623047,125.2300033569336,249401600
2011-11-07,97.99341583251953,126.26000213623047,126.38999938964844,124.19999694824219,125.38999938964844,196617200
2011-11-08,99.2507553100586,127.87999725341797,128.02000427246094,125.70999908447266,126.91999816894531,224426300
2011-11-09,95.58745574951172,123.16000366210938,125.80000305175781,122.86000061035156,124.88999938964844,337982000
2011-11-10,96.48774719238281,124.31999969482422,124.94000244140625,123.0199966430664,124.79000091552734,231866500
2011-11-11,98.30389404296875,126.66000366210938,126.98999786376953,125.79000091552734,125.83000183105469,189924400
2011-11-14,97.37252807617188,125.45999908447266,127.44999694824219,124.91999816894531,126.19000244140625,159258300
2011-11-15,97.85377502441406,126.08000183105469,126.75,124.72000122070312,125.16999816894531,184709400
2011-11-16,96.30146026611328,124.08000183105469,126.33999633789062,123.9000015258789,124.80999755859375,235782500
2011-11-17,94.77251434326172,122.11000061035156,124.16000366210938,121.2300033569336,123.8499984741211,331219600
2011-11-18,94.67162322998047,121.9800033569336,122.75,121.47000122070312,122.5,215580400
2011-11-21,92.8709945678711,119.66000366210938,120.3499984741211,118.6500015258789,120.19999694824219,229611600
2011-11-22,92.50626373291016,119.19000244140625,120.0999984741211,118.5199966430664,119.4000015258789,216494900
2011-11-23,90.46502685546875,116.55999755859375,119.19000244140625,116.55999755859375,118.06999969482422,224329100
2011-11-25,90.29427337646484,116.33999633789062,117.69999694824219,116.19999694824219,116.37999725341797,99557000
2011-11-28,92.90984344482422,119.70999908447266,120.18000030517578,118.81999969482422,119.54000091552734,210686000
2011-11-29,93.17371368408203,120.05000305175781,121.0,119.61000061035156,120.05000305175781,199241500
2011-11-30,97.00775146484375,124.98999786376953,125.22000122070312,120.0,123.48999786376953,324439500
2011-12-01,96.99224853515625,124.97000122070312,125.63999938964844,124.43000030517578,124.8499984741211,176954800
2011-12-02,96.90687561035156,124.86000061035156,126.5,124.77999877929688,126.12000274658203,221109700
2011-12-05,97.96240234375,126.22000122070312,127.18000030517578,125.44000244140625,126.83999633789062,225263900
2011-12-06,97.99341583251953,126.26000213623047,127.11000061035156,125.76000213623047,126.20999908447266,178842100
2011-12-07,98.35822296142578,126.7300033569336,127.26000213623047,124.97000122070312,125.83999633789062,237802500
2011-12-08,96.20057678222656,123.94999694824219,126.18000030517578,123.6500015258789,125.9000015258789,240862800
2011-12-09,97.83045196533203,126.05000305175781,126.37000274658203,124.4000015258789,124.51000213623047,209111400
2011-12-12,96.40239715576172,124.20999908447266,124.97000122070312,123.16000366210938,124.94999694824219,215826100
2011-12-13,95.5020751953125,123.05000305175781,125.56999969482422,122.44999694824219,124.86000061035156,245159800
2011-12-14,94.48533630371094,121.73999786376953,123.02999877929688,121.47000122070312,122.55999755859375,238618800
2011-12-15,94.82684326171875,122.18000030517578,123.19999694824219,121.98999786376953,123.02999877929688,199109200
2011-12-16,94.96747589111328,121.58999633789062,122.94999694824219,121.30000305175781,122.2300033569336,220481400
2011-12-19,93.95209503173828,120.29000091552734,122.31999969482422,120.02999877929688,122.05999755859375,183903000
2011-12-20,96.79508972167969,123.93000030517578,124.13999938964844,120.37000274658203,122.18000030517578,225418100
2011-12-21,96.98257446289062,124.16999816894531,124.36000061035156,122.75,123.93000030517578,194230900
2011-12-22,97.8416748046875,125.2699966430664,125.4000015258789,124.2300033569336,124.62999725341797,119465400
2011-12-23,98.71646118164062,126.38999938964844,126.43000030517578,125.41000366210938,125.66999816894531,92187200
2011-12-27,98.7945556640625,126.48999786376953,126.81999969482422,126.05999755859375,126.16999816894531,86075700
2011-12-28,97.49805450439453,124.83000183105469,126.52999877929688,124.7300033569336,126.51000213623047,119107100
2011-12-29,98.5055923461914,126.12000274658203,126.25,124.86000061035156,125.23999786376953,123507200
2011-12-30,98.02133178710938,125.5,126.33000183105469,125.5,126.0199966430664,95599000
2012-01-03,99.58342742919922,127.5,128.3800048828125,127.43000030517578,127.76000213623047,193697900
2012-01-04,99.73963928222656,127.69999694824219,127.80999755859375,126.70999908447266,127.19999694824219,127186500
2012-01-05,100.00517272949219,128.0399932861328,128.22999572753906,126.43000030517578,127.01000213623047,173895000
2012-01-06,99.7474594116211,127.70999908447266,128.22000122070312,127.29000091552734,128.1999969482422,148050000
2012-01-09,99.98957824707031,128.02000427246094,128.17999267578125,127.41000366210938,128.0,99530200
2012-01-10,100.85652160644531,129.1300048828125,129.64999389648438,128.9499969482422,129.38999938964844,115282000
2012-01-11,100.91121673583984,129.1999969482422,129.3699951171875,128.52000427246094,128.72999572753906,111540700
2012-01-12,101.15328216552734,129.50999450683594,129.6999969482422,128.5399932861328,129.57000732421875,118983700
2012-01-13,100.63003540039062,128.83999633789062,129.0500030517578,127.72000122070312,128.63999938964844,179836200
2012-01-17,101.02054595947266,129.33999633789062,130.32000732421875,128.89999389648438,130.0800018310547,132209200
2012-01-18,102.13745880126953,130.77000427246094,130.83999633789062,129.0800018310547,129.30999755859375,163395200
2012-01-19,102.6763916015625,131.4600067138672,131.57000732421875,130.8000030517578,131.22000122070312,126328900
2012-01-20,103.05908966064453,131.9499969482422,131.9499969482422,130.9199981689453,131.24000549316406,138230200
2012-01-23,102.79351806640625,131.61000061035156,132.25,130.97999572753906,131.50999450683594,129295800
2012-01-24,102.6763916015625,131.4600067138672,131.5,130.60000610351562,130.8000030517578,103083300
2012-01-25,103.5355453491211,132.55999755859375,132.8699951171875,130.75,131.25999450683594,198613200
2012-01-26,103.00440979003906,131.8800048828125,133.39999389648438,131.36000061035156,133.14999389648438,184880500
2012-01-27,102.95752716064453,131.82000732421875,132.0500030517578,131.14999389648438,131.24000549316406,135259100
2012-01-30,102.60607147216797,131.3699951171875,131.44000244140625,130.05999755859375,130.50999450683594,147311800
2012-01-31,102.5670394897461,131.32000732421875,132.17999267578125,130.67999267578125,132.02000427246094,157212000
2012-02-01,103.46526336669922,132.47000122070312,133.13999938964844,132.1300048828125,132.2899932861328,166234500
2012-02-02,103.62921905517578,132.67999267578125,133.02000427246094,132.2100067138672,132.72999572753906,113090400
2012-02-03,105.0820083618164,134.5399932861328,134.6199951171875,133.77000427246094,134.0,160598500
2012-02-06,105.0116958618164,134.4499969482422,134.50999450683594,133.8300018310547,133.97999572753906,107694500
2012-02-07,105.2772445678711,134.7899932861328,135.02000427246094,133.63999938964844,134.1699981689453,135528100
2012-02-08,105.58966827392578,135.19000244140625,135.22000122070312,134.30999755859375,134.86000061035156,139361400
2012-02-09,105.7224349975586,135.36000061035156,135.58999633789062,134.55999755859375,135.41000366210938,148602900
2012-02-10,104.94139862060547,134.36000061035156,134.47000122070312,133.83999633789062,134.16000366210938,167907500
2012-02-13,105.7224349975586,135.36000061035156,135.52000427246094,134.74000549316406,135.32000732421875,115841900
2012-02-14,105.58966827392578,135.19000244140625,135.27000427246094,134.25,135.0,165329500
2012-02-15,105.09761810302734,134.55999755859375,135.8300018310547,134.2899932861328,135.6300048828125,195195100
2012-02-16,106.26138305664062,136.0500030517578,136.1699981689453,134.3300018310547,134.57000732421875,186567800
2012-02-17,106.54255676269531,136.41000366210938,136.6300048828125,135.9600067138672,136.52000427246094,129869400
2012-02-21,106.58943176269531,136.47000122070312,137.0500030517578,136.0500030517578,136.72999572753906,134042300
2012-02-22,106.24576568603516,136.02999877929688,136.5500030517578,135.7899932861328,136.25999450683594,124455300
2012-02-23,106.71435546875,136.6300048828125,136.72999572753906,135.5,135.9600067138672,137704300
2012-02-24,106.94867706298828,136.92999267578125,137.1999969482422,136.6300048828125,136.92999267578125,105539100
2012-02-27,107.12833404541016,137.16000366210938,137.52999877929688,135.8000030517578,136.02000427246094,145728900
2012-02-28,107.44075775146484,137.55999755859375,137.72000122070312,136.92999267578125,137.1999969482422,129355900
2012-02-29,107.01895141601562,137.02000427246094,138.19000244140625,136.5399932861328,137.75999450683594,185934700
2012-03-01,107.57353210449219,137.72999572753906,137.99000549316406,136.92999267578125,137.30999755859375,145023500
