threshold,uncond_prob,cpe_train,lift_train,n_cond_train,n_cond_oos,hit_rate_oos,calibration_err,direction,temp_predictor,ticker,instrument,horizon,q_target
0.04535768827465203,0.45,0.5764192139737991,1.2809315866084425,916,50,0.0,-0.5764192139737991,D4_median_to_median,North_America_tmax_q80_exceed,FXI,China equities,126,0.55
0.002823663978620994,0.4498546511627907,0.5753646677471637,1.2790012646528226,617,54,0.2222222222222222,-0.35314244552494145,D4_median_to_median,Europe_tmax_q80_exceed,CANE,Sugar ETF,42,0.55
-0.004753872020978338,0.5,0.6378676470588235,1.275735294117647,544,50,0.1,-0.5378676470588235,D4_median_to_median,North_America_tmax_q80_exceed,CANE,Sugar ETF,63,0.5
0.06034122387352874,0.4499062695271818,0.5709908069458631,1.2691328074755042,979,50,0.02,-0.5509908069458631,D4_median_to_median,North_America_tmax_q80_exceed,EEM,Emerging market equities,126,0.55
0.005258808801037032,0.4498546511627907,0.5705024311183144,1.2681928032613903,617,54,0.05555555555555555,-0.5149468755627589,D4_median_to_median,Europe_tmax_q80_exceed,CANE,Sugar ETF,63,0.55
0.06152271552274858,0.44995458673932787,0.566340160284951,1.2586607114931996,1123,54,0.6666666666666666,0.10032650638171559,D4_median_to_median,Europe_tmax_q80_exceed,EWY,South Korea equities,126,0.55
-0.005276347740976788,0.5,0.6288492706645057,1.2576985413290114,617,54,0.25925925925925924,-0.36959001140524644,D4_median_to_median,Europe_tmax_q80_exceed,CANE,Sugar ETF,42,0.5
0.046120150670114116,0.49989585503020206,0.6269685039370079,1.254198244750656,1016,54,0.14814814814814814,-0.47882035578885973,D4_median_to_median,Europe_tmax_q80_exceed,EEM,Emerging market equities,126,0.5
0.049105291277840184,0.4500096320554806,0.5642245480494766,1.253805491834261,1051,54,0.8703703703703703,0.3061458223208937,D4_median_to_median,Europe_tmax_q80_exceed,EFA,Developed market equities,126,0.55
0.002823663978620994,0.4498546511627907,0.5625,1.2504038772213246,544,50,0.24,-0.3225,D4_median_to_median,North_America_tmax_q80_exceed,CANE,Sugar ETF,42,0.55
0.030585628345748496,0.5,0.6244493392070485,1.248898678414097,908,69,0.043478260869565216,-0.5809710783374833,D4_median_to_median,Asia_tmax_q80_exceed,FXI,China equities,126,0.5
0.06034122387352874,0.4499062695271818,0.5595116988809766,1.2436183640405412,983,69,0.14492753623188406,-0.4145841626490926,D4_median_to_median,Asia_tmax_q80_exceed,EEM,Emerging market equities,126,0.55
-0.005276347740976788,0.5,0.6213235294117647,1.2426470588235294,544,50,0.26,-0.3613235294117647,D4_median_to_median,North_America_tmax_q80_exceed,CANE,Sugar ETF,42,0.5
0.04535768827465203,0.45,0.5591160220994476,1.2424800491098835,905,54,0.037037037037037035,-0.5220789850624106,D4_median_to_median,Europe_tmax_q80_exceed,FXI,China equities,126,0.55
0.030585628345748496,0.5,0.6179039301310044,1.2358078602620088,916,50,0.0,-0.6179039301310044,D4_median_to_median,North_America_tmax_q80_exceed,FXI,China equities,126,0.5
0.005258808801037032,0.4498546511627907,0.5546218487394958,1.2328912178764881,595,69,0.043478260869565216,-0.5111435878699306,D4_median_to_median,Asia_tmax_q80_exceed,CANE,Sugar ETF,63,0.55
-0.004753872020978338,0.5,0.6158833063209076,1.2317666126418152,617,54,0.1111111111111111,-0.5047721952097965,D4_median_to_median,Europe_tmax_q80_exceed,CANE,Sugar ETF,63,0.5
-0.020990513444169114,0.5,0.6142625607779578,1.2285251215559156,617,54,0.0,-0.6142625607779578,D4_median_to_median,Europe_tmax_q80_exceed,CANE,Sugar ETF,126,0.5
0.046120150670114116,0.49989585503020206,0.6138917262512769,1.228039240721825,979,50,0.1,-0.5138917262512769,D4_median_to_median,North_America_tmax_q80_exceed,EEM,Emerging market equities,126,0.5
0.01660229833554329,0.49990776609481646,0.6091743119266055,1.2185734114221876,1090,55,0.45454545454545453,-0.154628857381151,D4_median_to_median,Europe_tmax_q80_exceed,HG=F,Copper futures,126,0.5
0.008584851752618382,0.5,0.6085365853658536,1.2170731707317073,820,69,1.0,0.39146341463414636,D4_median_to_median,Asia_tmax_q80_exceed,DBB,Base metals ETF,126,0.5
-0.020990513444169114,0.5,0.6084033613445378,1.2168067226890755,595,69,0.0,-0.6084033613445378,D4_median_to_median,Asia_tmax_q80_exceed,CANE,Sugar ETF,126,0.5
0.046120150670114116,0.49989585503020206,0.6073245167853509,1.2149020854526957,983,69,0.2608695652173913,-0.34645495156795963,D4_median_to_median,Asia_tmax_q80_exceed,EEM,Emerging market equities,126,0.5
0.04351991997371086,0.49990917347865577,0.6064113980409617,1.2130431490608626,1123,54,0.7592592592592593,0.15284786121829763,D4_median_to_median,Europe_tmax_q80_exceed,EWY,South Korea equities,126,0.5
0.008584851752618382,0.5,0.6055276381909548,1.2110552763819096,796,50,1.0,0.3944723618090452,D4_median_to_median,North_America_tmax_q80_exceed,DBB,Base metals ETF,126,0.5
0.030585628345748496,0.5,0.6033149171270719,1.2066298342541437,905,54,0.037037037037037035,-0.5662778800900348,D4_median_to_median,Europe_tmax_q80_exceed,FXI,China equities,126,0.5
-0.020990513444169114,0.5,0.5992647058823529,1.1985294117647058,544,50,0.0,-0.5992647058823529,D4_median_to_median,North_America_tmax_q80_exceed,CANE,Sugar ETF,126,0.5
-0.004753872020978338,0.5,0.5983193277310924,1.1966386554621848,595,69,0.07246376811594203,-0.5258555596151504,D4_median_to_median,Asia_tmax_q80_exceed,CANE,Sugar ETF,63,0.5
-0.005276347740976788,0.5,0.5966386554621849,1.1932773109243697,595,69,0.2028985507246377,-0.39374010473754717,D4_median_to_median,Asia_tmax_q80_exceed,CANE,Sugar ETF,42,0.5
0.02180928099272797,0.5,0.5957049486461251,1.1914098972922502,1071,70,0.37142857142857144,-0.22427637721755367,D4_median_to_median,Asia_tmax_q80_exceed,NG=F,Natural gas futures,126,0.5
0.02180928099272797,0.5,0.5954128440366973,1.1908256880733945,1090,55,0.45454545454545453,-0.14086738949124272,D4_median_to_median,Europe_tmax_q80_exceed,NG=F,Natural gas futures,126,0.5
0.03862552134403712,0.4999036794451936,0.5889628924833492,1.1781527456189078,1051,54,0.9259259259259259,0.3369630334425767,D4_median_to_median,Europe_tmax_q80_exceed,EFA,Developed market equities,126,0.5
0.03301874175749807,0.4998866470188166,0.5870044052863436,1.174275025722477,908,69,0.9565217391304348,0.36951733384409124,D4_median_to_median,Asia_tmax_q80_exceed,GLD,Gold ETF,126,0.5
0.057293030802025954,0.49981210071401727,0.5842880523731587,1.1690154190714102,611,54,0.0,-0.5842880523731587,D4_median_to_median,Europe_tmax_q80_exceed,INDA,India equities,126,0.5
0.02180928099272797,0.5,0.5831775700934579,1.1663551401869159,1070,51,0.37254901960784315,-0.2106285504856148,D4_median_to_median,North_America_tmax_q80_exceed,NG=F,Natural gas futures,126,0.5
0.03301874175749807,0.4998866470188166,0.5818777292576419,1.1640193486419312,916,50,0.98,0.39812227074235806,D4_median_to_median,North_America_tmax_q80_exceed,GLD,Gold ETF,126,0.5
0.057293030802025954,0.49981210071401727,0.5735294117647058,1.1474900486510393,544,50,0.0,-0.5735294117647058,D4_median_to_median,North_America_tmax_q80_exceed,INDA,India equities,126,0.5
0.04351991997371086,0.49990917347865577,0.572841726618705,1.1458916079345824,1112,50,0.76,0.18715827338129498,D4_median_to_median,North_America_tmax_q80_exceed,EWY,South Korea equities,126,0.5
0.03862552134403712,0.4999036794451936,0.5669599217986315,1.134138325262696,1023,50,0.92,0.3530400782013685,D4_median_to_median,North_America_tmax_q80_exceed,EFA,Developed market equities,126,0.5
0.03163254647015076,0.4999075956385141,0.5655430711610487,1.1312952155461866,1068,70,0.9857142857142858,0.420171214553237,D4_median_to_median,Asia_tmax_q80_exceed,GC=F,Gold futures,126,0.5
-0.0013487912199899458,0.49991583908432924,0.5632478632478632,1.1266853722409278,1170,54,0.037037037037037035,-0.5262108262108263,D4_median_to_median,North_America_tmax_q80_exceed,JPYUSD=X,JPY/USD,42,0.5
0.0065355641017601105,0.5,0.5614678899082569,1.1229357798165138,1090,55,0.509090909090909,-0.052376980817347873,D4_median_to_median,Europe_tmax_q80_exceed,NG=F,Natural gas futures,63,0.5
0.01660229833554329,0.49990776609481646,0.5594013096351731,1.119009040417813,1069,51,0.45098039215686275,-0.10842091747831034,D4_median_to_median,North_America_tmax_q80_exceed,HG=F,Copper futures,126,0.5
-0.024401330117228327,0.5,0.5575364667747164,1.1150729335494327,617,54,0.37037037037037035,-0.187166096404346,D4_median_to_median,Europe_tmax_q80_exceed,WEAT,Wheat ETF,63,0.5
0.009950976296095678,0.5,0.5574354407836153,1.1148708815672306,1123,54,1.0,0.4425645592163847,D4_median_to_median,Europe_tmax_q80_exceed,EWJ,Japan equities,126,0.5
0.03163254647015076,0.4999075956385141,0.555763823805061,1.1117331055856505,1067,51,1.0,0.44423617619493905,D4_median_to_median,North_America_tmax_q80_exceed,GC=F,Gold futures,126,0.5
0.0073736835000583305,0.5,0.5530864197530864,1.1061728395061727,810,54,1.0,0.44691358024691363,D4_median_to_median,Europe_tmax_q80_exceed,DBB,Base metals ETF,63,0.5
0.009525236987065146,0.5,0.552158273381295,1.10431654676259,1112,54,0.25925925925925924,-0.29289901412203573,D4_median_to_median,Europe_tmax_q80_exceed,ZW=F,Wheat futures,63,0.5
-0.0013487912199899458,0.49991583908432924,0.551931330472103,1.1040484964090114,1165,73,0.0958904109589041,-0.45604091951319886,D4_median_to_median,Asia_tmax_q80_exceed,JPYUSD=X,JPY/USD,42,0.5
