ticker,group,event,horizon,car,beta
ACGL,cat-exposed,Sandy_2012,3 months,-0.010083949826547492,0.5897156902043253
ACGL,cat-exposed,Harvey_2017,3 months,-0.10888173480768974,0.5864884831672923
ACGL,cat-exposed,Irma_2017,3 months,-0.11412578157704077,0.5910198199613931
ACGL,cat-exposed,Maria_2017,3 months,-0.1423139805514221,0.6003131348943856
ACGL,cat-exposed,Michael_2018,3 months,0.019420693583731916,0.5070828368469515
ACGL,cat-exposed,Laura_2020,3 months,0.11096829240219282,1.3720236229803067
ACGL,cat-exposed,Ida_2021,3 months,-0.009225328459728833,0.9166411858623267
ACGL,cat-exposed,Ian_2022,3 months,0.3303325540640082,0.6442750181751924
ACGL,cat-exposed,Helene_2024,3 months,-0.20313902630784628,0.2260319638225031
ACGL,cat-exposed,Milton_2024,3 months,-0.20891650952844118,0.22310390323562754
SREN.SW,cat-exposed,Katrina_2005,1 week,-0.031123834205735335,0.2197132439351726
SREN.SW,cat-exposed,Rita_2005,1 week,0.03931403508805824,0.2032369993076767
SREN.SW,cat-exposed,Wilma_2005,1 week,0.004959193067607169,0.1965098475362389
SREN.SW,cat-exposed,Ike_2008,1 week,-0.05538815014437558,0.6493558848088273
SREN.SW,cat-exposed,Sandy_2012,1 week,0.007617513431460732,0.9562764661176675
SREN.SW,cat-exposed,Harvey_2017,1 week,-0.029106870029198217,0.6343052492747024
SREN.SW,cat-exposed,Irma_2017,1 week,0.01862789043132067,0.599998153010218
SREN.SW,cat-exposed,Maria_2017,1 week,-0.004832352417121803,0.6072384854802465
SREN.SW,cat-exposed,Michael_2018,1 week,-0.03432553057124782,0.17024377222405374
SREN.SW,cat-exposed,Laura_2020,1 week,-0.009693795669656027,0.7794195040910252
SREN.SW,cat-exposed,Ida_2021,1 week,-0.04277429080048373,0.4995209215269393
SREN.SW,cat-exposed,Ian_2022,1 week,0.02820288359285459,0.33541041681185446
SREN.SW,cat-exposed,Helene_2024,1 week,-0.03526283820475575,0.23409598076782953
SREN.SW,cat-exposed,Milton_2024,1 week,0.05159192514062239,0.22874424328721138
SREN.SW,cat-exposed,Katrina_2005,2 weeks,0.0016098275559038892,0.2197132439351726
SREN.SW,cat-exposed,Rita_2005,2 weeks,0.05628421260720019,0.2032369993076767
SREN.SW,cat-exposed,Wilma_2005,2 weeks,0.0514875854491787,0.1965098475362389
SREN.SW,cat-exposed,Ike_2008,2 weeks,-0.0014233384027809298,0.6493558848088273
SREN.SW,cat-exposed,Sandy_2012,2 weeks,0.04797560630061889,0.9562764661176675
SREN.SW,cat-exposed,Harvey_2017,2 weeks,-0.05648223522058636,0.6343052492747024
SREN.SW,cat-exposed,Irma_2017,2 weeks,0.02244207137507103,0.599998153010218
SREN.SW,cat-exposed,Maria_2017,2 weeks,0.028762775438752355,0.6072384854802465
SREN.SW,cat-exposed,Michael_2018,2 weeks,-0.0391201000673983,0.17024377222405374
SREN.SW,cat-exposed,Laura_2020,2 weeks,0.05582635984744902,0.7794195040910252
SREN.SW,cat-exposed,Ida_2021,2 weeks,-0.0350095939749833,0.4995209215269393
SREN.SW,cat-exposed,Ian_2022,2 weeks,-0.033163171570123155,0.33541041681185446
SREN.SW,cat-exposed,Helene_2024,2 weeks,-0.05799195703553483,0.23409598076782953
SREN.SW,cat-exposed,Milton_2024,2 weeks,0.0034417331404815593,0.22874424328721138
SREN.SW,cat-exposed,Katrina_2005,1 month,0.009640446914805348,0.2197132439351726
SREN.SW,cat-exposed,Rita_2005,1 month,0.041203869093146314,0.2032369993076767
SREN.SW,cat-exposed,Wilma_2005,1 month,0.059155993053463786,0.1965098475362389
SREN.SW,cat-exposed,Ike_2008,1 month,-0.17993430900268045,0.6493558848088273
SREN.SW,cat-exposed,Sandy_2012,1 month,0.008339324340148335,0.9562764661176675
SREN.SW,cat-exposed,Harvey_2017,1 month,-0.041679278058479756,0.6343052492747024
SREN.SW,cat-exposed,Irma_2017,1 month,0.04454171562751137,0.599998153010218
